"artist","l1","l2","l3"
the four-evers,the four-evers,the four-evers,the four evers
the frank barber orch.,the frank barber orch.,the frank barber orch.,the frank barber orch
the frantics,the frantics,the frantics,the frantics
the fratellis,the fratellis,the fratellis,the fratellis
the fray,the fray,the fray,the fray
the free movement,the free movement,the free movement,the free movement
the friends of distinction,the friends of distinction,the friends of distinction,the friends of distinction
the frogmen,the frogmen,the frogmen,the frogmen
the fun,the fun,the fun,the fun
the furys,the furys,the furys,the furys
the fuzz,the fuzz,the fuzz,the fuzz
the g-clefs,the g-clefs,the g-clefs,the g clefs
the galens,the galens,the galens,the galens
the game,the game,the game,the game
the gants,the gants,the gants,the gants
the gap b,the gap b,the gap b,the gap b
the gaylords,the gaylords,the gaylords,the gaylords
the genies,the genies,the genies,the genies
the gentrys,the gentrys,the gentrys,the gentrys
the georgia satellites,the georgia satellites,the georgia satellites,the georgia satellites
the gestures,the gestures,the gestures,the gestures
the gibson brothers,the gibson brothers,the gibson brothers,the gibson brothers
the girlfriends,the girlfriends,the girlfriends,the girlfriends
the glass bottle,the glass bottle,the glass bottle,the glass bottle
the glass house,the glass house,the glass house,the glass house
the glencoves,the glencoves,the glencoves,the glencoves
the glitter b,the glitter b,the glitter b,the glitter b
the glories,the glories,the glories,the glories
the goodees,the goodees,the goodees,the goodees
the goodies,the goodies,the goodies,the goodies
the goodmen,the goodmen,the goodmen,the goodmen
the goodtimers,the goodtimers,the goodtimers,the goodtimers
the graces,the graces,the graces,the graces
the grass roots,the grass roots,the grass roots,the grass roots
the grateful dead,the grateful dead,the grateful dead,the grateful dead
the greenwood county singers,the greenwood county singers,the greenwood county singers,the greenwood county singers
the greenwoods,the greenwoods,the greenwoods,the greenwoods
the gregg allman b,the gregg allman b,the gregg allman b,the gregg allman b
the guess who,the guess who,the guess who,the guess who
the gunter kallmann chorus,the gunter kallmann chorus,the gunter kallmann chorus,the gunter kallmann chorus
the halos,the halos,the halos,the halos
the happenings,the happenings,the happenings,the happenings
the harden trio,the harden trio,the harden trio,the harden trio
the hardtimes,the hardtimes,the hardtimes,the hardtimes
the harptones,the harptones,the harptones,the harptones
the harry simeone chorale,the harry simeone chorale,the harry simeone chorale,the harry simeone chorale
the headboys,the headboys,the headboys,the headboys
the headpins,the headpins,the headpins,the headpins
the heart,the heart,the heart,the heart
the heartbeats,the heartbeats,the heartbeats,the heartbeats
the hearts,the hearts,the hearts,the hearts
the heights,the heights,the heights,the heights
the hesitations,the hesitations,the hesitations,the hesitations
the heyettes,the heyettes,the heyettes,the heyettes
the heywoods,the heywoods,the heywoods,the heywoods
the high keyes,the high keyes,the high keyes,the high keyes
the highwaymen,the highwaymen,the highwaymen,the highwaymen
the hillside singers,the hillside singers,the hillside singers,the hillside singers
the hippies (formerly the tams),the hippies,the hippies,the hippies
the hives,the hives,the hives,the hives
the holidays,the holidays,the holidays,the holidays
the hollies,the hollies,the hollies,the hollies
the hollyridge strings,the hollyridge strings,the hollyridge strings,the hollyridge strings
the hollywood stars,the hollywood stars,the hollywood stars,the hollywood stars
the hombres,the hombres,the hombres,the hombres
the hondells,the hondells,the hondells,the hondells
the honey cone,the honey cone,the honey cone,the honey cone
the honeycombs,the honeycombs,the honeycombs,the honeycombs
the honeydrippers,the honeydrippers,the honeydrippers,the honeydrippers
the hudson brothers,the hudson brothers,the hudson brothers,the hudson brothers
the hues corporation,the hues corporation,the hues corporation,the hues corporation
the hullaballoos,the hullaballoos,the hullaballoos,the hullaballoos
the human beinz,the human beinz,the human beinz,the human beinz
the human league,the human league,the human league,the human league
the ides of march,the ides of march,the ides of march,the ides of march
the ikettes,the ikettes,the ikettes,the ikettes
the illusion,the illusion,the illusion,the illusion
the impalas,the impalas,the impalas,the impalas
the impressions,the impressions,the impressions,the impressions
the in crowd,the in crowd,the in crowd,the in crowd
the incredible bongo b,the incredible bongo b,the incredible bongo b,the incredible bongo b
the independents,the independents,the independents,the independents
the inmates,the inmates,the inmates,the inmates
the innocence,the innocence,the innocence,the innocence
the innocents,the innocents,the innocents,the innocents
the intrigues,the intrigues,the intrigues,the intrigues
the intruders,the intruders,the intruders,the intruders
the invisible man's b,the invisible man's b,the invisible mans b,the invisible mans b
the irish rovers,the irish rovers,the irish rovers,the irish rovers
the isl,the isl,the isl,the isl
the isley brothers,the isley brothers,the isley brothers,the isley brothers
the iveys,the iveys,the iveys,the iveys
the ivy league,the ivy league,the ivy league,the ivy league
the ivy three,the ivy three,the ivy three,the ivy three
the j. geils b,the j. geils b,the j. geils b,the j geils b
the jack halloran singers,the jack halloran singers,the jack halloran singers,the jack halloran singers
the jacksons,the jacksons,the jacksons,the jacksons
the jaggerz,the jaggerz,the jaggerz,the jaggerz
the jags,the jags,the jags,the jags
the james boys,the james boys,the james boys,the james boys
the james brown soul train,the james brown soul train,the james brown soul train,the james brown soul train
the james gang,the james gang,the james gang,the james gang
the jamies,the jamies,the jamies,the jamies
the janedear girls,the janedear girls,the janedear girls,the janedear girls
the jarmels,the jarmels,the jarmels,the jarmels
the jaynetts,the jaynetts,the jaynetts,the jaynetts
the jazz crusaders,the jazz crusaders,the jazz crusaders,the jazz crusaders
the jb's,the jb's,the jbs,the jbs
the jeff healey b,the jeff healey b,the jeff healey b,the jeff healey b
the jelly beans,the jelly beans,the jelly beans,the jelly beans
the jesus,the jesus,the jesus,the jesus
the jets,the jets,the jets,the jets
the jewels,the jewels,the jewels,the jewels
the jimi hendri,the jimi hendri,the jimi hendri,the jimi hendri
the jimmy castor bunch,the jimmy castor bunch,the jimmy castor bunch,the jimmy castor bunch
the jive five,the jive five,the jive five,the jive five
the joe chemay b,the joe chemay b,the joe chemay b,the joe chemay b
the joe cuba se,the joe cuba se,the joe cuba se,the joe cuba se
the joe jeffrey group,the joe jeffrey group,the joe jeffrey group,the joe jeffrey group
the john hall b,the john hall b,the john hall b,the john hall b
the johnny average b,the johnny average b,the johnny average b,the johnny average b
the johnny mann singers,the johnny mann singers,the johnny mann singers,the johnny mann singers
the johnny otis show,the johnny otis show,the johnny otis show,the johnny otis show
the jones girls,the jones girls,the jones girls,the jones girls
the joneses,the joneses,the joneses,the joneses
the juliana hatfield 3,the juliana hatfield 3,the juliana hatfield 3,the juliana hatfield 3
the kalin twins,the kalin twins,the kalin twins,the kalin twins
the kane gang,the kane gang,the kane gang,the kane gang
the keane brothers,the keane brothers,the keane brothers,the keane brothers
the kendalls,the kendalls,the kendalls,the kendalls
the kenny wayne shepherd b,the kenny wayne shepherd b,the kenny wayne shepherd b,the kenny wayne shepherd b
the kid laroi,the kid laroi,the kid laroi,the kid laroi
the kids ne,the kids ne,the kids ne,the kids ne
the kiki dee b,the kiki dee b,the kiki dee b,the kiki dee b
the killers,the killers,the killers,the killers
the kimberlys,the kimberlys,the kimberlys,the kimberlys
the king pins,the king pins,the king pins,the king pins
the kingbees,the kingbees,the kingbees,the kingbees
the kingpins,the kingpins,the kingpins,the kingpins
the kings,the kings,the kings,the kings
the kingsmen,the kingsmen,the kingsmen,the kingsmen
the kingston trio,the kingston trio,the kingston trio,the kingston trio
the kinks,the kinks,the kinks,the kinks
the kinleys,the kinleys,the kinleys,the kinleys
the kirby stone four,the kirby stone four,the kirby stone four,the kirby stone four
the klf,the klf,the klf,the klf
the klowns,the klowns,the klowns,the klowns
the knack,the knack,the knack,the knack
the knickerbockers,the knickerbockers,the knickerbockers,the knickerbockers
the knight bros.,the knight bros.,the knight bros.,the knight bros
the knightsbridge strings,the knightsbridge strings,the knightsbridge strings,the knightsbridge strings
the knockouts,the knockouts,the knockouts,the knockouts
the korgis,the korgis,the korgis,the korgis
the la's,the la's,the las,the las
the lady of rage,the lady of rage,the lady of rage,the lady of rage
the lafayettes,the lafayettes,the lafayettes,the lafayettes
the larks,the larks,the larks,the larks
the last goodnight,the last goodnight,the last goodnight,the last goodnight
the last word,the last word,the last word,the last word
the leaves,the leaves,the leaves,the leaves
the left banke,the left banke,the left banke,the left banke
the lemon pipers,the lemon pipers,the lemon pipers,the lemon pipers
the lemonheads,the lemonheads,the lemonheads,the lemonheads
the lennon sisters,the lennon sisters,the lennon sisters,the lennon sisters
the lettermen,the lettermen,the lettermen,the lettermen
the lewis,the lewis,the lewis,the lewis
the limeliters,the limeliters,the limeliters,the limeliters
the little dippers,the little dippers,the little dippers,the little dippers
the lo,the lo,the lo,the lo
the london quireboys,the london quireboys,the london quireboys,the london quireboys
the london symphony orchestra/john williams,the london symphony orchestra/john williams,the london symphony orchestra/john williams,the london symphony orchestra john williams
the lonely isl,the lonely isl,the lonely isl,the lonely isl
the lost generation,the lost generation,the lost generation,the lost generation
the lost trailers,the lost trailers,the lost trailers,the lost trailers
the love generation,the love generation,the love generation,the love generation
the lovelites,the lovelites,the lovelites,the lovelites
the lovers,the lovers,the lovers,the lovers
the lovin' spoonful,the lovin' spoonful,the lovin spoonful,the lovin spoonful
the lumineers,the lumineers,the lumineers,the lumineers
the ly - dells,the ly - dells,the ly - dells,the ly dells
the mad lads,the mad lads,the mad lads,the mad lads
the magic lantern,the magic lantern,the magic lantern,the magic lantern
the magic lanterns,the magic lanterns,the magic lanterns,the magic lanterns
the magic mushrooms,the magic mushrooms,the magic mushrooms,the magic mushrooms
the magistrates,the magistrates,the magistrates,the magistrates
the magnificent men,the magnificent men,the magnificent men,the magnificent men
the main ingredient,the main ingredient,the main ingredient,the main ingredient
the majors,the majors,the majors,the majors
the mamas,the mamas,the mamas,the mamas
the manhattan transfer,the manhattan transfer,the manhattan transfer,the manhattan transfer
the manhattans,the manhattans,the manhattans,the manhattans
the mar-keys,the mar-keys,the mar-keys,the mar keys
the marathons,the marathons,the marathons,the marathons
the marc tanner b,the marc tanner b,the marc tanner b,the marc tanner b
the marcels,the marcels,the marcels,the marcels
the marias,the marias,the marias,the marias
the mark ii,the mark ii,the mark ii,the mark ii
the mark iv,the mark iv,the mark iv,the mark iv
the marketts,the marketts,the marketts,the marketts
the marmalade,the marmalade,the marmalade,the marmalade
the mars volta,the mars volta,the mars volta,the mars volta
the marshall tucker b,the marshall tucker b,the marshall tucker b,the marshall tucker b
the marvelettes,the marvelettes,the marvelettes,the marvelettes
the marvelows,the marvelows,the marvelows,the marvelows
the mary kaye trio,the mary kaye trio,the mary kaye trio,the mary kaye trio
the maskman,the maskman,the maskman,the maskman
the masqueraders,the masqueraders,the masqueraders,the masqueraders
the matys bros.,the matys bros.,the matys bros.,the matys bros
